Name,Type,Latitude,Longitude
"Women and Children Hospital, Thycaud",Hospital,8.48679348468115,76.95695213815863
Government Yoga & Naturopathy  Hospital Varkala;Nature Cure Hospital,Hospital,8.73507374811042,76.705134457039
Medical College New OP Block,Hospital,8.522467788975757,76.92822507661411
"ഗവൺമെന്റ് ആയുർവേദ കോളേജ് ആശുപത്രി, തിരുവനന്തപുരം",Hospital,8.491748096232236,76.94650218083545
AyurMana | Dharma Ayurveda Centre for Advanced Healing,Hospital,8.602386736418287,76.92043485394481
Al Arif Hospital,Hospital,8.452537999408053,76.95186868949551
"Sree Avittam Thirunnal Hospital, Thiruvananthapuram",Hospital,8.522901816163841,76.92471182424694
TSC Hospital,Hospital,8.5398791686043,76.87845146512099
Kerala Institute of Medical Sciences Hospital,Hospital,8.513729945796523,76.90931306240519
Community Health Centre Poovar,Hospital,8.321768805160582,77.0652875014379
NIMS Hospital,Hospital,8.413216814895188,77.06587969422554
SUT AMS Mother and Child Hospital,Hospital,8.47470505,76.9468237
Attukal Devi institute of Medical Sciences,Hospital,8.468491891914615,76.95512135582369
Community Health Centre Kallara,Hospital,8.743677006555313,76.93925637357573
Family Health Centre Vamanapuram,Hospital,8.715405325794944,76.8986928654378
Community Health Centre Perumkadavila,Hospital,8.444331979768066,77.11008414544838
Anadiyil Hospital,Hospital,8.510227857125795,76.94251859358981
Regional Institute Of Ophthalmology,Hospital,8.49902408980397,76.94053152792677
Saraswathy Hospital,Hospital,8.34866115,77.1485261
C.H.M.M.S.I.M.C Pangappara,Hospital,8.557841449184052,76.90326709573715
Valsala Hospital,Hospital,8.50427958977403,76.95627640877481
SUT Medical College Hospital,Hospital,8.600855382621146,76.9702736176683
Family Health Centre Kollayil,Hospital,8.383886190526495,77.1336285384496
priya dental clinic,Hospital,8.560899155058152,76.94250946829385
Primary Health Centre Maranalloor,Hospital,8.467639634168835,77.07483645492101
GOVT Ayurvedic Dispensary,Hospital,8.586800839920757,76.94990616966763
Mission Hospital,Hospital,8.591158693389682,76.94972541808114
Steepha ns Dental Centre,Hospital,8.5917928,76.95046144999999
PMS Dental Collage,Hospital,8.603588926415176,76.95466667120319
"Family Health Centre, Thonnakkal",Hospital,8.656260228305579,76.86687053611834
kalpadi,Hospital,8.424118040833791,77.04709830995793
Urban Primary Health Centre Muttada,Hospital,8.533326599443143,76.95153455975347
KBVM Ayurveda Madom,Hospital,8.595238888706143,76.85517111571446
sanghi medical centre,Hospital,8.551938374883697,76.94206268190074
Taluk Hospital Vithura,Hospital,8.672951530952682,77.08330285922973
ENT,Hospital,8.660671013999858,76.78825104905509
swamiji hospital,Hospital,8.661002371907237,76.78567920727197
Homeopathic Medical College Ground,Hospital,8.465535746537343,76.96095612061355
Coastal Speciality Hospital Valiyathura,Hospital,8.46339984946479,76.92704743302728
Urban Primary Health Centre Nanthancode,Hospital,8.51574994769259,76.95297708507975
IMB Hospital,Hospital,8.557546553136572,76.91616042462738
KJK Hospital,Hospital,8.549486739146579,76.93439396173329
Taluk Head Quarters Hospital Chirayinkeezhu,Hospital,8.660989747649188,76.78630287476402
Government Taluk Hospital,Hospital,8.68618925930329,76.82813935680258
P N M Hospital Killi,Hospital,8.504995871465043,77.07491614017975
sanjose hospital,Hospital,8.502428737427493,77.07292145741437
EC High School,Hospital,8.50365013585566,76.98317289196214
Childrens Hospital,Hospital,8.45651493388628,76.95037241271186
Taluk Hospital Fort,Hospital,8.486314205817608,76.9409242471162
"Primary Health centre , Madathara",Hospital,8.815797846375093,77.01312478799504
Community Health Centre Kattakada,Hospital,8.507601950000002,77.08749580000001
"Community Health Centre, Vilappil",Hospital,8.518498942153995,77.0409016595931
"Community Health Centre, Anchuthengu",Hospital,8.662981701635585,76.7638680278381
Urban Primary Health Centre Vattiyoorkavu,Hospital,8.523887140360054,76.98805177534219
"Family Health Centre, Pozhiyoor",Hospital,8.30198984357002,77.09204372767114
Family Health Centre Thonippara,Hospital,8.78987407966487,76.69494803301671
Family  Health Centre Veli,Hospital,8.515259583424733,76.88301394921824
Family Health Centre Puthukurichy,Hospital,8.611093509665036,76.80627955431626
Mental Health Centre Peroorkada,Hospital,8.526912646624497,76.96992347368068
"Chest Diseases Hospital, Pulayanarkottah",Hospital,8.519367379026765,76.91377910152242
Government Ayurvedic Maternity Hospital Poojappura,Hospital,8.496528281152221,76.97877148674166
Women and Children Hospital Thycaud,Hospital,8.487216856138462,76.95690476016203
Govt Family Health Centre Alamcode,Hospital,8.737921867452863,76.82616851320272
Chitra hospital,Hospital,8.450336667271245,77.01080434307335
mission hospital,Hospital,8.345192498758838,77.11566645993668
District Model Hospital Peroorkada,Hospital,8.535000271511267,76.96571777320511
amerdeep eye care centre,Hospital,8.53625532255943,76.967431422813
"Abhaya Hospital, Peyad",Hospital,8.50679591520596,77.03604677548005
V J Hospital,Hospital,8.591239599999998,76.95036595
PSTM Hospital,Hospital,8.597587660342288,76.86489591301225
Karthika Hospital,Hospital,8.652122282918986,76.78903086201605
Alpha Hospital,Hospital,8.4315668759824,77.07565843803948
Sree Krishna Hospital,Hospital,8.380753654976475,76.99136058467228
primary health centre,Hospital,8.47837780714284,77.15499463268448
SR Medical College,Hospital,8.702818297677561,76.75605910869578
Family Health centre Karakulam,Hospital,8.589110550000001,76.9493777
Family Health Centre Amachal,Hospital,8.497203300000002,77.11069035000001
"Family Health Centre, Vilavoorkal",Hospital,8.4883769672277,77.01990567364524
Primary Health Centre Kalliyoor,Hospital,8.41787045654037,77.01485335276178
Community Health Centre Malayinkeezhu,Hospital,8.483299563717562,77.04496491383641
Family  Health Centre Amachal,Hospital,8.497371250286614,77.110773521985
Family Health Centre Veeranakavu,Hospital,8.520611082320123,77.11770925599151
Government Ayurvedic Hospital Kuttamala,Hospital,8.503350464159842,77.17340361202885
Vellanad Block Panchayath Community Health Centre,Hospital,8.580314954914781,77.08620007352273
Family  Health Centre Vattiyoorkavu,Hospital,8.525797372364506,77.00631448766414
Primary Health Centre Azhoor,Hospital,8.64112949152554,76.82430179151358
Family Health Centre Anakudi,Hospital,8.718265825052969,76.91561759170612
District Hospital Nedumangadu,Hospital,8.603843596096743,77.00058123026945
"Primary Health Centre, Andoorkonam",Hospital,8.602913114226784,76.87734557114773
Rohini Hospital,Hospital,8.649989512107501,77.0662549325532
Community Health Centre,Hospital,8.631746938267995,76.9373773529168
Keshavapuram Community Health Center,Hospital,8.759329190798171,76.85572193096911
"Public Health Care Centre ,Amboori",Hospital,8.523498808491869,77.17995012934499
PRS hospital,Hospital,8.466543858424936,76.96104228382463
paruthippally,Hospital,8.564124617608254,77.09161017117799
Government Animal Hospital Pallichal,Hospital,8.446171708388373,77.01602282874325
Ananthapuri Hospital,Hospital,8.486420989666843,76.926720959786
E S I Dispensary Balaramapuram,Hospital,8.431801125228636,77.02997100958238
Peringamala public Health Centre,Hospital,8.414898963896503,77.01855786486796
Prakruti Ayurvedic Clinic & Vaidyaratnam Oushadhasala,Hospital,8.449058405181942,77.0129519973186
JR Homeo Hospital,Hospital,8.644993563888638,77.05697477606184
Goverment Homeo Hospital,Hospital,8.476916563146455,77.10439444142568
Government siddha hospita lVallakkadavu,Hospital,8.479341867795132,76.93387551130759
Good Samaritian Hospital,Hospital,8.503689968349667,77.1868610662725
Brothers Medical Centre And Diagnostic Services,Hospital,8.723850585522495,77.0284281229894
Medical Mission Speciality Hospital,Hospital,8.724875012208487,77.02843393214141
"Community Health Centre,Palode",Hospital,8.715790966335458,77.02814050508663
"Popular Homoeo Clinic, Mangalaathukonam",Hospital,8.40324635147689,77.03178808575677
"Taluk Head Quarters Hospital, Parassala",Hospital,8.343629984653903,77.15116623630578
General Hospital Neyyattinkara,Hospital,8.406378163495004,77.0855255479477
Mannanthala mch unit,Hospital,8.56120102264205,76.94324636131789
FamilyHealth Centre Kulathoor,Hospital,8.327114214600178,77.10178430323992
Community Health Centre Vakkom,Hospital,8.689222679782086,76.76421276525159
Subcentre Kulamuttom,Hospital,8.708952035565375,76.76866016468571
Subcentre Kannankara,Hospital,8.717567038805848,76.78794655251048
"Community Health Centre, Manamboor",Hospital,8.732193892611509,76.79105936256101
"Office,PERUMATHURA FHC",Hospital,8.62182325,76.7972916
Family Health Centre Perumathura,Hospital,8.621804740378607,76.79735839203879
Family  Health Centre Vakkom,Hospital,8.688008901391436,76.75101608963699
Dr. Somervell Memorial CSI Medical College & Hospital,Hospital,8.391078654884065,77.17359695081404
District TB Centre Thiruvananthapuram,Hospital,8.49975874607003,76.94364200294997
primary health centre Vellayani,Hospital,8.427010586837518,76.9852562030449
Family Health Centre Vembayam,Hospital,8.617210963319183,76.93762669541621
"Family Health Centre Madavoor, Chalamkonam",Hospital,8.820458694291222,76.83210387863149
Family Health Centre Mukkola,Hospital,8.38126944506853,77.00731187087756
Family Health Centre Jagathy,Hospital,8.496936226090973,76.96452697892393
Family Health Centre Uzhamalakkal,Hospital,8.590756814399946,77.05786417305771
Family Health Centre Peringammala,Hospital,8.72917916842306,77.04623429785799
Primary health center Perumpazhuthoor,Hospital,8.373544259609849,77.08214889714695
"Community Health Centre, Pulluvila",Hospital,8.345093026630474,77.04135548480376
Urban Primary Health Centre Chalai,Hospital,8.478584387407226,76.95149355537939
"Family Health Centre ,Poozhanadu",Hospital,8.499815257845615,77.1329210598729
"Government Homoeopathic Hospital ,Mandapathinkadavu",Hospital,8.497588661204134,77.12436585157612
"Government Ayurvedi Hospital , Kalivilakam",Hospital,8.506733425951577,77.15588139747835
Primary Health Centre Karamana,Hospital,8.483089600506107,76.96942672563267
Urban Primary Health Centre Kannammoola,Hospital,8.503559491737954,76.93530363937161
Urban Primary Health Centre Mampazhakkara,Hospital,8.431828745487863,77.0976875350747
Urban Primary Health Centre Palkulangara,Hospital,8.49079095,76.93137449999999
Urban Primary Health Centre Rajaji Nagar,Hospital,8.496628720600185,76.95344862760372
Urban Primary Health Centre Thrikkannapuram,Hospital,8.484071779970789,77.00010177231722
Urban Primary Health Centre Vettukadu,Hospital,8.495028398509179,76.90084063095968
Nemom Zone,Hospital,8.455500506977357,77.00343688685278
Primary Health Centre Chappath,Hospital,8.356508971740649,77.02999967514691
Sub Centre Primary Health Care sub centre Maruthoorkonam,Hospital,8.384611795308185,77.02555606095773
Primary Health Center Mannottukonam,Hospital,8.395012525820905,77.03561031068537
Primary Health Care Payatuvila,Hospital,8.390617205153582,77.02991938399049
govt homeopathy hospital,Hospital,8.409477406387799,77.07436263308252
snehadeepam hospital,Hospital,8.437548769107005,77.07875726485584
Primary Health Centre Parangimamvila,Hospital,8.729400746459028,76.8025817179734
Srividhyaraja homeopathic dispensary,Hospital,8.464590363755763,77.06990075431055
Primary Health Centre Kandala,Hospital,8.479094421274658,77.06901375141119
"Government Ayurveda Hospital, Pothencode",Hospital,8.620889522150682,76.88993111860982
government homio hospital,Hospital,8.426654627224222,76.9960614354494
Government Veterinary Hospital,Hospital,8.426653304432058,76.9959801818839
"Railway Hospital, Trivandrum",Hospital,8.494909932075258,76.93101582902153
Pullampara Government Veterinary Hospital,Hospital,8.682358149025426,76.94267253547319
Lekshmi Ayurvedic Hospital And Panchakarma Centre,Hospital,8.53083554306723,77.12305022287164
Anupama Hospital,Hospital,8.675648759647443,76.9091237497151
Jubilee Memorial Hospital,Hospital,8.501720026687114,76.95222312887606
General Hospital Thiruvananthapuram,Hospital,8.500412262447979,76.9423797082337
TSC Hospital (Dental paediatric Care Wing),Hospital,8.540077767887862,76.87812127518444
Indian Institute of Diabetes,Hospital,8.520873696905207,76.91158432075777
government chest disease hospital,Hospital,8.520685275836026,76.91215484510745
Eye hospital,Hospital,8.671630635590953,76.9112759327371
saradha medicals,Hospital,8.540594754396304,76.98955202140418
Sadgamaya Hospital,Hospital,8.50447173907676,76.97263822383255
Pran Fertility Centre,Hospital,8.514058643802997,76.92695397588012
Infirmary,Hospital,8.629110064264292,77.03419176337816
Sree Uthradam Thirunal Hospital,Hospital,8.516739787489696,76.94092678140147
NEW MANGALA MEDICAL CENTRE (NMMC),Hospital,8.7435753158903,76.72009977378528
Sivagiri Sree Narayana Medical Mission Hospital,Hospital,8.729542367031117,76.73381333912745
Government Taluk Hospital Varkala,Hospital,8.733390004146433,76.72025615659406
"Police Station, Museum",Police,8.5093212,76.9567814
"Police Station, Karamana",Police,8.4808658,76.9686113
"Police Station,Varkala",Police,8.7342537,76.7261267
kazhakuttom Police Station,Police,8.5699892,76.8717434
Thiruvallam Police Station,Police,8.4410206,76.9596666
"Police Station, Peroorkada",Police,8.5357989,76.9671077
"Police Station, Sreekaryam",Police,8.5422637,76.9134781
Ponmudi Wireless Repeater Station,Police,8.7649869,77.1096998
Vigilance & Anti Corruption,Police,8.5119183,76.9527059
RPF Aid Post,Police,8.4857161,76.9504191
Kadakkavoor Police station,Police,8.6827522,76.7710623
"Police station,Ayiroor",Police,8.7685285,76.7295132
Police Aid Post,Police,8.7361129,76.7038815
Janamythri Police Station,Police,8.4961923,76.9785637
Police Security Office,Police,8.5197398,76.9538461
Police aid post,Police,8.5098272,76.8889062
Janamaithri Police Station Aryanad,Police,8.5799214,77.0865705
"Police station,Ponmudi",Police,8.7573835,77.1158427
"Police Station,Poovar",Police,8.3190309,77.0698771
Police Head Quarters,Police,8.5061742,76.9625917
Crime Branch Office,Police,8.481956,76.934243
Vanitha Police Station,Police,8.4958429,76.9496842
Aruvikkara police station,Police,8.5702183,77.0164517
police station,Police,8.5084687,77.0830428
"Police Station,Nagaroor",Police,8.7344263,76.8498407
"Janamaithri Police Station, Palode",Police,8.7150248,77.0290657
CBI Building,Police,8.4642201,76.9332936
CBI Building,Police,8.4643506,76.9335604
CBI Building,Police,8.4643987,76.9337358
Police Station,Police,8.7523745,76.7963482
Police Station,Police,8.6764955,76.7599792
"Police Station,Pangode",Police,8.76678,76.9642774
"Police Station, Thampanoor",Police,8.4872252,76.9546002
"Police Station, Pallickal",Police,8.8242849,76.8100312
"Police Station ,Kadakkavoor",Police,8.6821899,76.7707857
"Police Station ,Aruvikkara",Police,8.5707386,77.0170874
"Police Station ,Malayinkeezhu",Police,8.4896264,77.0402564
"Police Station,Balaramapuram",Police,8.4119831,77.0398601
"Police Station ,Kovalam",Police,8.3917059,76.976718
"Police Station, Vizhinjam",Police,8.3824593,76.9920004
"Police Station ,Kanjiramkulam",Police,8.3579086,77.0450045
"Police Station, Parassala",Police,8.3443134,77.1567275
"Police Station ,Pozhiyoor",Police,8.3032237,77.0906969
DGP Office,Police,8.5067344,76.9620902
Aid Post,Police,8.4941044,76.940563
Aid post,Police,8.5101473,76.9559939
Nedumangad Traffic Police Station,Police,8.604905350000001,77.00317125000001
Public Office Complex,Police,8.50774665204983,76.95536944159419
"Police Station, Nedumangadu",Police,8.609165037867694,77.00215172087599
A R police camp,Police,8.506058261910031,76.95434066640823
Police Station,Police,8.42519266807184,77.04536513001004
"Police Station, Kallambalam",Police,8.75241169733105,76.79697281600822
Nemom Police Station,Police,8.45435225,77.00379964999999
"Police Station, Neyyattinkara",Police,8.406651550000003,77.08665985
"Police Station,Vattappara",Police,8.59282090485324,76.95312518972777
State Crime Records Bureau,Police,8.51849881578226,76.94083312127032
"Traffic Police Station, Pattom",Police,8.518319442513913,76.94113393498232
excise,Police,8.51488509224972,76.93633431989738
District SP Office,Police,8.50798735,76.94660604999999
"Police Station, Pothencode",Police,8.618341545138657,76.89616067138745
"Police Station Trivandrum Rural, Attingal",Police,8.698212243696029,76.81541029955862
"Police Station,Mangalapuram",Police,8.623736515205362,76.84833949830224
"Police Station, Kazhakuttom",Police,8.569979604589705,76.87176607289567
Group Centre CRPF Pallipuram,Police,8.604220219893577,76.85101801435545
"Police Station,Kilimanoor",Police,8.768838845479674,76.88490949493865
Vattiyoorkavu Police Station,Police,8.52422565,76.98887584999999
Vanitha Police Station,Police,8.498361311943999,76.95000907666574
Cantonment Police Station,Police,8.498403107167821,76.94985857849356
Costal Police Station Vizhinjam,Police,8.379169836776919,76.98956341070286
"Police station, Medical College",Police,8.521341148557543,76.92930736855337
"Police Station, Pettah",Police,8.496760451924057,76.93241361998217
"Police Station,Kadinamkulam",Police,8.604290725428141,76.82065138773629
RRRF Civil Police TVM,Police,8.524300567524248,76.97008009727773
"Police Station, Kattakkada",Police,8.50845657620892,77.08302091095834
Excise office check post,Police,8.389614785446163,77.09878565949207
"Police Station,Naruvamoodu",Police,8.448654206254446,77.0345183402298
"Police Station, Mannanthala",Police,8.56371874963283,76.94839605892308
"Police Station, Vilappilshala",Police,8.521518418463685,77.03921794892436
"Police Station,Venjaramoodu",Police,8.681202788363496,76.90880672178078
"Police Station,Chirayinkeezhu",Police,8.660039900000003,76.78629270000002
"Police Station, Vithura",Police,8.668931662700007,77.08324556112323
Aryancode Police Station,Police,8.47182534411037,77.12808774923933
Malayinkeezh Police Station,Police,8.490000386546216,77.03922080907444
"Police Station,Marayamuttom",Police,8.419715810077449,77.10957180618327
"Police Station, Maranallor",Police,8.469579398201324,77.07508746710475
"Police Station, Poonthura",Police,8.447041414638761,76.94662559522983
"Police Station ,Anchuthengu",Police,8.67610148813701,76.75913744788613
"Police Station ,Valiamala",Police,8.631381873736041,77.03147444540261
"Janamaithri Police Station ,Aryanad",Police,8.580037194920553,77.0864727580023
"Police Station ,Aryancode",Police,8.471806731369188,77.12836169775727
"Police Station , Vellarada",Police,8.4451228413592,77.19537643357512
Pozhiyur Police Station,Police,8.310041557668091,77.07592477896321
Police Station Nagaroor,Police,8.734416509420164,76.84983175502485
Police Station Neyyardam,Police,8.532716278369273,77.14402216207303
Valiyathura Police Station,Police,8.482171,76.91338585
"Police Station, Vanchiyoor",Police,8.492116823092895,76.94062121416589
Fire and Rescue Station Keezhayikonam,Fire,8.7044955,76.9044895
"Fire and Rescue Station, Parassala",Fire,8.34713,77.1602842
"Fair and rescue Station, Poovar",Fire,8.3251571,77.0751749
"Fire and Rescue Station, Chackai",Fire,8.489800700000002,76.91499340000001
"Fire and Rescue Station, Chengalchoola",Fire,8.494488386674591,76.95253851745835
Fire and Rescue Station Technopark,Fire,8.559819397498984,76.87813539597212
"Fire and Rescue Station, Parassala",Fire,8.34710438773649,77.16027896541593
"Fire and Rescue Station, Poovanpara, Attingal",Fire,8.710948041183832,76.81262738709918
"Fire and Rescue Station, Vizhinjam",Fire,8.384907977560909,76.98346408586413
"Fire and Rescue Station, Neyyattinkara",Fire,8.406861017156809,77.08346435226407
"Fire and Rescue Station, Kattakkada",Fire,8.494312370630093,77.06249831695443
Fire and Rescue Station Neyyar Dam,Fire,8.524804021926874,77.13040991505297
"Fire and Rescue Station, Nedumangadu",Fire,8.615455239579234,76.98163543344316
"Fire and Rescue Station, Keezhayikkonam",Fire,8.70433301594041,76.90463872286534
"Fire and Rescue Station, Varkkala",Fire,8.733350815741586,76.72751144646134
"Fire and Rescue Station, Vithura",Fire,8.669327073122421,77.0834862919244
Fire and Rescue Station Poovar,Fire,8.325223182862967,77.07516015592209
fire station,Fire,8.406857249215124,77.08346630555648
"Government Taluk Hospital,Koyilandy",Hospital,11.4425414,75.6926043
Nandi Hospital,Hospital,11.4729282,75.6423564
Life Save Emergency Medical Services,Hospital,11.2729253,75.8366719
"Palliative Clinic, Kozhikode City",Hospital,11.2452274,75.7830434
Savitridevi Saboo Memorial Cancer Research Institute and Hospital,Hospital,11.2726826,75.8363443
Santhi Hospital,Hospital,11.362756,75.9651338
P I Hospital,Hospital,11.4197466,75.8313409
Kadalundi Ayurveda Dispensery,Hospital,11.1454113,75.8230928
M.M.Hospital Ramanattukara,Hospital,11.1710637,75.8753323
TMH,Hospital,11.1387853,75.8375018
CHC Koorachundu,Hospital,11.5376341,75.8415463
PHC Kakkayam,Hospital,11.5517361,75.8946007
Institute of Palliative Medicine,Hospital,11.2777735,75.8442104
Asten Ortho,Hospital,11.2315109,75.8515305
Amana Hospital,Hospital,11.6519431,75.7599229
Vasan Eye Care Hospital,Hospital,11.2577275,75.7915639
Primary Health Center Azhiyur,Hospital,11.6780233,75.5524417
Asoka Hospital and Nursing Home,Hospital,11.2576247,75.7808654
Koya's Hospital,Hospital,11.1874571,75.8296908
Ozone Dental Care,Hospital,11.2806915,75.7869831
Athalakkal Plaza,Hospital,11.4397878,75.6953095
Nithyananda Sidha Marmma Ayurveda Hospital,Hospital,11.440728,75.7020787
Thaluk hospital Balussery,Hospital,11.4451333,75.8361718
MVR Cancer Centre,Hospital,11.2945142,75.9468168
Kozhikode District Coop Homeo Hospital,Hospital,11.2591072,75.7843415
Nalanda Hospital,Hospital,11.4550175,75.7710766
Rajendra Hospital,Hospital,11.2653898,75.7804253
"Holy Cross Hospital, Kedencherry",Hospital,11.4299277,76.0042357
"Primary Health Centre, Kodencherry",Hospital,11.4350036,76.0076115
Mother Mary Hospital,Hospital,11.4193735,75.9344596
KIMS Trust Hospital,Hospital,11.3417513,75.8985947
"V V Hospital, Thamarassery",Hospital,11.4081995,75.9344593
Fathima Hospital,Hospital,11.2619893,75.7801231
Nucleus Health Care Multi-Speciality Hospital,Hospital,11.6865283,75.6563864
VIMS Hospital,Hospital,11.690819,75.6651671
K K Hospital,Hospital,11.4454742,75.837927
Cims Hospital,Hospital,11.3184858,75.943366
"Chavara Hospital, Thamarassery",Hospital,11.4236288,75.9324145
Sakalya Ayurveda Hospital,Hospital,11.2848706,75.7713479
Sukrutham Ayurveda Chikitsalayam,Hospital,11.235371,75.8074598
Alphonsa Hospital,Hospital,11.4005222,76.0340998
Ceeyam Hospitals (P) Ltd,Hospital,11.603637,75.5842406
Lisa Hospital,Hospital,11.3615851,76.0127158
R.M. Hospital,Hospital,11.1767422,75.80703
Dr. Manoj's ENT Super Speciality Institute and Research Centre,Hospital,11.2908611,75.775453
K.M.C. Hospital,Hospital,11.6526751,75.753711
P.V.S. Hospital (P) Ltd.,Hospital,11.2426707,75.7829089
Sreedhar's Dia Care,Hospital,11.2766822,75.7699075
Avp Ayushman Ayurveda Hospital,Hospital,11.2409035,75.786102
Al Salama Eye Hospital,Hospital,11.2575158,75.7910782
Shiba Surgery and Urology Center,Hospital,11.2669823,75.7785362
Malabar Hospital and Urology Centre,Hospital,11.2806248,75.7845528
"MCH Unit, Cheruppa",Hospital,11.2633338,75.9249727
"Ahalia Foundation Eye Hospital, Karimpanapalam",Hospital,11.5886029,75.5917338
Cradle Hospital,Hospital,11.2436715,75.8366822
KMCT Medical College Hospital,Hospital,11.3261076,75.9706199
Santhi Hospital,Hospital,11.3626369,75.9646573
Co operative hospital,Hospital,11.5897172,75.5953473
Asha hospital,Hospital,11.6046063,75.5898404
Ascent ENT Hospital,Hospital,11.2874216,75.8009501
Aswini Medical Centre Hospital,Hospital,11.2285495,75.8434697
Calicut Hospital And Nursing Home,Hospital,11.251071,75.7802596
"Urban Primary Health Centre, Kannancheri",Hospital,11.2216162,75.7965891
Malabar Eye Hospital;Seventh Day English Medium School,Hospital,11.2776933,75.7805632
gmc speciality ortho hospital,Hospital,11.2733591,75.7770454
CISCO Hospital,Hospital,11.2468977,75.7790311
"Government District Hospital,  Vadakara",Hospital,11.598591,75.5965978
oasis ayurveda eye hospital,Hospital,11.283126,75.7879289
Lisa Hospital Parking,Hospital,11.3616357,76.0126082
NHM Primary Health Centre,Hospital,11.2058403,75.8116117
Iqraa hospital,Hospital,11.2865481,75.7976934
karuna hospital,Hospital,11.1917715,75.8275821
GOVT.Medical College Hospital casuality,Hospital,11.2718695,75.8364583
MCH pathology Department,Hospital,11.2721721,75.8372511
composite regional centre for skill,Hospital,11.279716,75.8453959
Institute of Mental health and Neuro science,Hospital,11.2792319,75.8448852
Tertiary Cancer Care Center,Hospital,11.2776283,75.8419052
clinic,Hospital,11.6743827,75.6356186
"Baby Memorial Hospital, Arayidathupalam",Hospital,11.2596779,75.7920187
"Primary Health Centre, Cheruvannur Nallalam",Hospital,11.2074485,75.8189051
"Primary Health Centre, Kundayithod",Hospital,11.1945645,75.8186736
Chelannur General Hospital (Dr.Sushama),Hospital,11.3580224,75.8047037
PHC Perumanna,Hospital,11.2398188,75.8822186
Clims Hospital,Hospital,11.3184788,75.9433783
Payward,Hospital,11.2719739,75.8394406
mukam homeopathic dispensary,Hospital,11.3199965,75.968288
MVR Cancer Center,Hospital,11.294378,75.9468737
Clims Hospital,Hospital,11.3184918,75.9433517
Community Health Center Cheruvadi,Hospital,11.2639869,75.9990177
Dr.shahdi's homeopathic..,Hospital,11.2857061,75.9875657
government vetinary hospital,Hospital,11.1700512,75.8451616
Metro Hospital,Hospital,11.2452631,75.8361208
Commumity Health Centre Orkatteri,Hospital,11.654112,75.6004789
Community Health Centre Narikkuni,Hospital,11.3674232,75.8637394
medical college,Hospital,11.2724841,75.8371237
govt hospital,Hospital,11.3691535,75.8632017
nhsc hospital,Hospital,11.3174125,75.797503
Janatha Hospital,Hospital,11.603537,75.584998
Ayursparsha Ayurveda,Hospital,11.389214,75.760855
Kuttyadi Co-Operative Hospital,Hospital,11.655126,75.752952
Micro Health Care,Hospital,11.655062,75.750653
Dr. O Ali's Shade Medical Centre,Hospital,11.65555,75.753911
Naduvannur Metro Hospital,Hospital,11.4692161,75.7727744
Hiba Hospital,Hospital,11.6013961,75.7932815
Primary Health Centre Tuneri,Hospital,11.7068297,75.6323093
Koyilandy Co-operative Hospital,Hospital,11.4472921,75.6878845
Unicure Unani Hospital,Hospital,11.6585927,75.7531158
Aadhivaasi Pachamarunn Chikilsa Kendram,Hospital,11.44984,75.756538
Primary Health Centre Purameri,Hospital,11.654666,75.6972972
Cooperative Hospital,Hospital,11.651465,75.600016
Nighingale Medical Mission,Hospital,11.4869663,75.6911088
"ESI Hospital, Chemmanchery",Hospital,11.3962111,75.728493
Emjay Hospital,Hospital,11.6241113,75.6274307
Aswini Hospital,Hospital,11.457977,75.6809582
MM Hospital,Hospital,11.4441386,75.6941355
Smart Hospital & Research Centre,Hospital,11.4456196,75.7977378
Deeja Hospital,Hospital,11.5641569,75.7566071
Sahakarana Hospital,Hospital,11.651775,75.600115
Rashida Hospital,Hospital,11.7232264,75.7000056
Empees Holistic Hospital,Hospital,11.562127,75.757569
Yourcare Hospital,Hospital,11.6636919,75.6244945
Dr. Kripal's Hospital,Hospital,11.3840937,75.7337369
Purakkattiri Ayurveda Hospital,Hospital,11.3440158,75.7590809
Atholi Co-operative Hospital,Hospital,11.3864861,75.7570046
Thulasi Ayurveda Hospital,Hospital,11.4433578,75.6948022
Brothers Hospital,Hospital,11.5603626,75.7566719
Shifa Hospital,Hospital,11.1592054,75.8491923
Poonoor Hospital,Hospital,11.4341203,75.9052641
ESI Hospital,Hospital,11.1742686,75.8343327
Markaz Unani Hospital & Research Centre,Hospital,11.304959,75.869955
Royal Hospital,Hospital,11.443026,75.876999
Calicut Ayurveda Hospital,Hospital,11.3216973,75.92192
SJ Herbolife Ayurveda Siddha Hospital,Hospital,11.1755737,75.8751458
Mar Thoma Hospital Guidance Centre,Hospital,11.272555,75.822896
Esi Hospital,Hospital,11.2786838,75.7829231
NC Hospital,Hospital,11.304892,76.000547
Swastha Ayur Hospital,Hospital,11.3040601,75.8754293
Soukhya Ayurveda Hospital,Hospital,11.4540359,75.8882656
Markaz Unani Medical College & Hospital,Hospital,11.47362,76.0096564
"Urban Primary Health Centre, Kannadikkal",Hospital,11.3066788,75.8066597
Nethra Foundation Eye Hospital,Hospital,11.422426,75.937538
Chest Hospital,Hospital,11.2551895,75.7840931
Comtrust Eye Hospital,Hospital,11.2817199,75.9866558
Janatha Eye Care,Hospital,11.1781437,75.8652172
F R Prime Day Care Hospital,Hospital,11.3039826,75.8726727
City Eye Foundation,Hospital,11.2552249,75.7841625
Jubilee Hospital,Hospital,11.200099,75.855366
Mist Hills Hospital,Hospital,11.4722729,75.9694432
Viveka Hospital,Hospital,11.26035,75.778258
